"","Counter","State","Initial Claims","Continued Claims","Date","WeekOfYear"
"1796",1835,"Ohio",196.309,68.323,2020-03-14,"11"
"1797",1836,"Ohio",274.288,214.273,2020-03-21,"12"
"1798",1837,"Ohio",226.191,450.061,2020-03-28,"13"
"1799",1838,"Ohio",159.317,622.669,2020-04-04,"14"
"1800",1839,"Ohio",109.83,717.842,2020-04-11,"15"
"1801",1840,"Ohio",93.599,777.214,2020-04-18,"16"
"1802",1841,"Ohio",61.487,759.336,2020-04-25,"17"
"1803",1842,"Ohio",52.253,740.738,2020-05-02,"18"
"1804",1843,"Ohio",46.855,696.376,2020-05-09,"19"
"1805",1844,"Ohio",42.575,625.781,2020-05-16,"20"
"1806",1845,"Ohio",35.069,554.132,2020-05-23,"21"
"1807",1846,"Ohio",36.151,519.409,2020-05-30,"22"
"1808",1847,"Ohio",33.133,477.842,2020-06-06,"23"
"1809",1848,"Ohio",34.915,450.674,2020-06-13,"24"
"1810",1849,"Ohio",35.904,431.377,2020-06-20,"25"
"1811",1850,"Ohio",33.826,416.709,2020-06-27,"26"
"1812",1851,"Ohio",35.743,416.188,2020-07-04,"27"
"1813",1852,"Ohio",30.308,410.266,2020-07-11,"28"
"1814",1853,"Ohio",28.022,406.148,2020-07-18,"29"
"1815",1854,"Ohio",26.045,388.122,2020-07-25,"30"
"1816",1855,"Ohio",21.074,356.365,2020-08-01,"31"
"1817",1856,"Ohio",21.747,340.815,2020-08-08,"32"
"1818",1857,"Ohio",19.09,324.244,2020-08-15,"33"
"1819",1858,"Ohio",18.778,318.544,2020-08-22,"34"
"1820",1859,"Ohio",18.084,305.242,2020-08-29,"35"
"1821",1860,"Ohio",16.375,295.814,2020-09-05,"36"
"1822",1861,"Ohio",17.601,293.101,2020-09-12,"37"
"1823",1862,"Ohio",17.969,261.033,2020-09-19,"38"
"1824",1863,"Ohio",18.634,238.764,2020-09-26,"39"
"1825",1864,"Ohio",20.085,209.39,2020-10-03,"40"
"1826",1865,"Ohio",17.671,186.651,2020-10-10,"41"
"1827",1866,"Ohio",17.587,169.784,2020-10-17,"42"
"1828",1867,"Ohio",21.353,162.997,2020-10-24,"43"
"1829",1868,"Ohio",21.935,154.41,2020-10-31,"44"
"1830",1869,"Ohio",25.003,145.883,2020-11-07,"45"
"1831",1870,"Ohio",30.198,150.449,2020-11-14,"46"
"1832",1871,"Ohio",27.786,144.268,2020-11-21,"47"
"1833",1872,"Ohio",36.373,154.041,2020-11-28,"48"
"1834",1873,"Ohio",38.369,156.989,2020-12-05,"49"
"1835",1874,"Ohio",31.16,155.424,2020-12-12,"50"
"1836",1875,"Ohio",28.811,153.423,2020-12-19,"51"
"1837",1877,"Oklahoma",2.034,19.387,2020-01-04,"01"
"1838",1878,"Oklahoma",1.981,17.467,2020-01-11,"02"
"1839",1879,"Oklahoma",1.83,17.291,2020-01-18,"03"
"1840",1880,"Oklahoma",1.779,17.451,2020-01-25,"04"
"1841",1881,"Oklahoma",1.715,17.757,2020-02-01,"05"
"1842",1882,"Oklahoma",1.633,17.513,2020-02-08,"06"
"1843",1883,"Oklahoma",1.509,17.269,2020-02-15,"07"
"1844",1884,"Oklahoma",1.458,16.929,2020-02-22,"08"
"1845",1885,"Oklahoma",1.569,17.067,2020-02-29,"09"
"1846",1886,"Oklahoma",1.836,16.482,2020-03-07,"10"
"1847",1887,"Oklahoma",21.926,16.854,2020-03-14,"11"
"1848",1888,"Oklahoma",47.744,25.268,2020-03-21,"12"
"1849",1889,"Oklahoma",60.534,55.029,2020-03-28,"13"
"1850",1890,"Oklahoma",54.481,88.33,2020-04-04,"14"
"1851",1891,"Oklahoma",46.696,112.311,2020-04-11,"15"
"1852",1892,"Oklahoma",52.5,134.55,2020-04-18,"16"
"1853",1893,"Oklahoma",93.885,154.671,2020-04-25,"17"
"1854",1894,"Oklahoma",39.079,178.122,2020-05-02,"18"
"1855",1895,"Oklahoma",33.44,135.229,2020-05-09,"19"
"1856",1896,"Oklahoma",43.714,139.196,2020-05-16,"20"
"1857",1897,"Oklahoma",60.376,172.309,2020-05-23,"21"
"1858",1898,"Oklahoma",77.525,156.795,2020-05-30,"22"
"1859",1899,"Oklahoma",84.779,173.361,2020-06-06,"23"
"1860",1900,"Oklahoma",58.613,182.191,2020-06-13,"24"
"1861",1901,"Oklahoma",18.405,165.298,2020-06-20,"25"
"1862",1902,"Oklahoma",9.423,131.034,2020-06-27,"26"
"1863",1903,"Oklahoma",9.68,131.932,2020-07-04,"27"
"1864",1904,"Oklahoma",9.879,127.134,2020-07-11,"28"
"1865",1905,"Oklahoma",8.927,127.617,2020-07-18,"29"
"1866",1906,"Oklahoma",6.609,123.121,2020-07-25,"30"
"1867",1907,"Oklahoma",5.687,129.971,2020-08-01,"31"
"1868",1908,"Oklahoma",6.561,123.305,2020-08-08,"32"
"1869",1909,"Oklahoma",6.064,122.513,2020-08-15,"33"
"1870",1910,"Oklahoma",6.019,119.571,2020-08-22,"34"
"1871",1911,"Oklahoma",6.602,118.719,2020-08-29,"35"
"1872",1912,"Oklahoma",5.596,110.907,2020-09-05,"36"
"1873",1913,"Oklahoma",5.434,104.908,2020-09-12,"37"
"1874",1914,"Oklahoma",5.258,97.912,2020-09-19,"38"
"1875",1915,"Oklahoma",5.78,88.127,2020-09-26,"39"
"1876",1916,"Oklahoma",5.531,82.382,2020-10-03,"40"
"1877",1917,"Oklahoma",5.277,73.321,2020-10-10,"41"
"1878",1918,"Oklahoma",5.015,67.861,2020-10-17,"42"
"1879",1919,"Oklahoma",4.953,59.138,2020-10-24,"43"
"1880",1920,"Oklahoma",4.47,59.257,2020-10-31,"44"
"1881",1921,"Oklahoma",4.618,51.551,2020-11-07,"45"
"1882",1922,"Oklahoma",5.834,49.032,2020-11-14,"46"
"1883",1923,"Oklahoma",3.541,45.225,2020-11-21,"47"
"1884",1924,"Oklahoma",6.168,47.184,2020-11-28,"48"
"1885",1925,"Oklahoma",5.297,45.006,2020-12-05,"49"
"1886",1926,"Oklahoma",5.215,42.791,2020-12-12,"50"
"1887",1927,"Oklahoma",5.031,39.132,2020-12-19,"51"
"1888",1929,"Oregon",6.215,36.039,2020-01-04,"01"
"1889",1930,"Oregon",4.051,31.604,2020-01-11,"02"
"1890",1931,"Oregon",4.457,32.306,2020-01-18,"03"
"1891",1932,"Oregon",4.853,31.876,2020-01-25,"04"
"1892",1933,"Oregon",4.953,31.658,2020-02-01,"05"
"1893",1934,"Oregon",4.284,31.167,2020-02-08,"06"
"1894",1935,"Oregon",3.514,30.548,2020-02-15,"07"
"1895",1936,"Oregon",3.936,30.165,2020-02-22,"08"
"1896",1937,"Oregon",4.154,29.517,2020-02-29,"09"
"1897",1938,"Oregon",4.269,29.002,2020-03-07,"10"
"1898",1939,"Oregon",30.054,30.523,2020-03-14,"11"
"1899",1940,"Oregon",47.498,63.93,2020-03-21,"12"
"1900",1941,"Oregon",62.788,118.729,2020-03-28,"13"
"1901",1942,"Oregon",54.581,176.154,2020-04-04,"14"
"1902",1943,"Oregon",37.209,217.039,2020-04-11,"15"
"1903",1944,"Oregon",49.3,284.486,2020-04-18,"16"
"1904",1945,"Oregon",48.12,308.989,2020-04-25,"17"
"1905",1946,"Oregon",33.936,309.543,2020-05-02,"18"
"1906",1947,"Oregon",23.539,290.151,2020-05-09,"19"
"1907",1948,"Oregon",28.452,293.081,2020-05-16,"20"
"1908",1949,"Oregon",20.565,256.759,2020-05-23,"21"
"1909",1950,"Oregon",24.508,275.768,2020-05-30,"22"
"1910",1951,"Oregon",24.645,251.869,2020-06-06,"23"
"1911",1952,"Oregon",16.274,224.476,2020-06-13,"24"
"1912",1953,"Oregon",11.195,216.513,2020-06-20,"25"
"1913",1954,"Oregon",10.343,203.6,2020-06-27,"26"
"1914",1955,"Oregon",11.713,206.756,2020-07-04,"27"
"1915",1956,"Oregon",10.152,196.415,2020-07-11,"28"
"1916",1957,"Oregon",9.417,190.993,2020-07-18,"29"
"1917",1958,"Oregon",7.275,189.136,2020-07-25,"30"
"1918",1959,"Oregon",6.505,175.153,2020-08-01,"31"
"1919",1960,"Oregon",5.233,169.905,2020-08-08,"32"
"1920",1961,"Oregon",5.152,164.103,2020-08-15,"33"
"1921",1962,"Oregon",5.114,158.48,2020-08-22,"34"
"1922",1963,"Oregon",5.228,154.413,2020-08-29,"35"
"1923",1964,"Oregon",4.804,139.312,2020-09-05,"36"
"1924",1965,"Oregon",8.055,154.948,2020-09-12,"37"
"1925",1966,"Oregon",5.738,152.643,2020-09-19,"38"
"1926",1967,"Oregon",4.408,127.675,2020-09-26,"39"
"1927",1968,"Oregon",4.773,115.121,2020-10-03,"40"
"1928",1969,"Oregon",4.767,103.211,2020-10-10,"41"
"1929",1970,"Oregon",4.529,95.814,2020-10-17,"42"
"1930",1971,"Oregon",4.02,87.17,2020-10-24,"43"
"1931",1972,"Oregon",4.445,79.353,2020-10-31,"44"
"1932",1973,"Oregon",5.788,76.208,2020-11-07,"45"
"1933",1974,"Oregon",9.91,78.758,2020-11-14,"46"
"1934",1975,"Oregon",15.371,76.492,2020-11-21,"47"
"1935",1976,"Oregon",15.753,86.426,2020-11-28,"48"
"1936",1977,"Oregon",10.464,84.711,2020-12-05,"49"
"1937",1978,"Oregon",10.261,82.863,2020-12-12,"50"
"1938",1979,"Oregon",11.018,81.984,2020-12-19,"51"
"1939",1981,"Pennsylvania",26.356,163.882,2020-01-04,"01"
"1940",1982,"Pennsylvania",16.218,142.326,2020-01-11,"02"
"1941",1983,"Pennsylvania",13.359,140.027,2020-01-18,"03"
"1942",1984,"Pennsylvania",15.893,135.951,2020-01-25,"04"
"1943",1985,"Pennsylvania",14.425,142.004,2020-02-01,"05"
"1944",1986,"Pennsylvania",13.583,136.149,2020-02-08,"06"
"1945",1987,"Pennsylvania",12.631,142.306,2020-02-15,"07"
"1946",1988,"Pennsylvania",12.045,135.095,2020-02-22,"08"
"1947",1989,"Pennsylvania",12.227,136.931,2020-02-29,"09"
"1948",1990,"Pennsylvania",15.439,128.842,2020-03-07,"10"
"1949",1991,"Pennsylvania",363,128.029,2020-03-14,"11"
"1950",1992,"Pennsylvania",374.056,135.708,2020-03-21,"12"
"1951",1993,"Pennsylvania",239.077,566.464,2020-03-28,"13"
"1952",1994,"Pennsylvania",172.733,614.196,2020-04-04,"14"
"1953",1995,"Pennsylvania",124.633,1074660,2020-04-11,"15"
"1954",1996,"Pennsylvania",82.414,915.249,2020-04-18,"16"
"1955",1997,"Pennsylvania",58.24,1233299,2020-04-25,"17"
"1956",1998,"Pennsylvania",50.299,1049464,2020-05-02,"18"
"1957",1999,"Pennsylvania",41.673,1008886,2020-05-09,"19"
"1958",2000,"Pennsylvania",55.374,907.252,2020-05-16,"20"
"1959",2001,"Pennsylvania",42.266,1019571,2020-05-23,"21"
"1960",2002,"Pennsylvania",45.049,846.788,2020-05-30,"22"
"1961",2003,"Pennsylvania",44.341,913.81,2020-06-06,"23"
"1962",2004,"Pennsylvania",42.577,748.874,2020-06-13,"24"
"1963",2005,"Pennsylvania",45.261,809.609,2020-06-20,"25"
"1964",2006,"Pennsylvania",44.086,651.16,2020-06-27,"26"
"1965",2007,"Pennsylvania",44.798,815.282,2020-07-04,"27"
"1966",2008,"Pennsylvania",37.986,670.901,2020-07-11,"28"
"1967",2009,"Pennsylvania",35.808,753.353,2020-07-18,"29"
"1968",2010,"Pennsylvania",29.371,633.057,2020-07-25,"30"
"1969",2011,"Pennsylvania",27.094,673.093,2020-08-01,"31"
"1970",2012,"Pennsylvania",25.584,593.016,2020-08-08,"32"
"1971",2013,"Pennsylvania",27.51,629.881,2020-08-15,"33"
"1972",2014,"Pennsylvania",24.883,561.665,2020-08-22,"34"
"1973",2015,"Pennsylvania",22.626,582.821,2020-08-29,"35"
"1974",2016,"Pennsylvania",21.747,542.128,2020-09-05,"36"
"1975",2017,"Pennsylvania",22.762,541.28,2020-09-12,"37"
"1976",2018,"Pennsylvania",22.955,482.699,2020-09-19,"38"
"1977",2019,"Pennsylvania",19.844,447.94,2020-09-26,"39"
"1978",2020,"Pennsylvania",20.251,399.193,2020-10-03,"40"
"1979",2021,"Pennsylvania",19.223,363.487,2020-10-10,"41"
"1980",2022,"Pennsylvania",19.974,334.369,2020-10-17,"42"
"1981",2023,"Pennsylvania",23.742,310.15,2020-10-24,"43"
"1982",2024,"Pennsylvania",23.051,368.869,2020-10-31,"44"
"1983",2025,"Pennsylvania",22.756,283.91,2020-11-07,"45"
"1984",2026,"Pennsylvania",26.983,305.942,2020-11-14,"46"
"1985",2027,"Pennsylvania",23.878,264.601,2020-11-21,"47"
"1986",2028,"Pennsylvania",40.833,318.365,2020-11-28,"48"
"1987",2029,"Pennsylvania",39.258,313.427,2020-12-05,"49"
"1988",2030,"Pennsylvania",47.305,332.439,2020-12-12,"50"
"1989",2031,"Pennsylvania",38.279,300.889,2020-12-19,"51"
"1990",2033,"Puerto Rico",836,15.746,2020-01-04,"01"
"1991",2034,"Puerto Rico",3.124,22.291,2020-01-11,"02"
"1992",2035,"Puerto Rico",2.335,22.725,2020-01-18,"03"
"1993",2036,"Puerto Rico",1.998,23.857,2020-01-25,"04"
"1994",2037,"Puerto Rico",1.77,23.157,2020-02-01,"05"
"1995",2038,"Puerto Rico",1.588,21.114,2020-02-08,"06"
"1996",2039,"Puerto Rico",1.39,20.765,2020-02-15,"07"
"1997",2040,"Puerto Rico",1.296,19.48,2020-02-22,"08"
"1998",2041,"Puerto Rico",1.343,18.657,2020-02-29,"09"
"1999",2042,"Puerto Rico",1.172,18.704,2020-03-07,"10"
"2000",2043,"Puerto Rico",20.148,15.239,2020-03-14,"11"
"2001",2044,"Puerto Rico",45.137,16.539,2020-03-21,"12"
"2002",2045,"Puerto Rico",66.236,47.19,2020-03-28,"13"
"2003",2046,"Puerto Rico",42.074,86.474,2020-04-04,"14"
"2004",2047,"Puerto Rico",26.447,109.801,2020-04-11,"15"
"2005",2048,"Puerto Rico",17.273,153.466,2020-04-18,"16"
"2006",2049,"Puerto Rico",20.43,142.731,2020-04-25,"17"
"2007",2050,"Puerto Rico",15.067,164.034,2020-05-02,"18"
"2008",2051,"Puerto Rico",10.923,152.823,2020-05-09,"19"
"2009",2052,"Puerto Rico",13.521,194.272,2020-05-16,"20"
"2010",2053,"Puerto Rico",7.236,162.538,2020-05-23,"21"
"2011",2054,"Puerto Rico",8.82,180.722,2020-05-30,"22"
"2012",2055,"Puerto Rico",8.097,175.974,2020-06-06,"23"
"2013",2056,"Puerto Rico",9.16,196.503,2020-06-13,"24"
"2014",2057,"Puerto Rico",10.228,217.712,2020-06-20,"25"
"2015",2058,"Puerto Rico",11.257,229.039,2020-06-27,"26"
"2016",2059,"Puerto Rico",7.945,223.34,2020-07-04,"27"
"2017",2060,"Puerto Rico",7.017,211.358,2020-07-11,"28"
"2018",2061,"Puerto Rico",6.715,202.321,2020-07-18,"29"
"2019",2062,"Puerto Rico",2.253,164.5,2020-07-25,"30"
"2020",2063,"Puerto Rico",5.854,186.239,2020-08-01,"31"
"2021",2064,"Puerto Rico",2.99,164.841,2020-08-08,"32"
"2022",2065,"Puerto Rico",2.356,138.142,2020-08-15,"33"
"2023",2066,"Puerto Rico",1.825,143.792,2020-08-22,"34"
"2024",2067,"Puerto Rico",1.374,121.281,2020-08-29,"35"
"2025",2068,"Puerto Rico",1.185,121.202,2020-09-05,"36"
"2026",2069,"Puerto Rico",1.149,110.49,2020-09-12,"37"
"2027",2070,"Puerto Rico",763,105.03,2020-09-19,"38"
"2028",2071,"Puerto Rico",1.265,90.705,2020-09-26,"39"
"2029",2072,"Puerto Rico",1.346,80.474,2020-10-03,"40"
"2030",2073,"Puerto Rico",1.249,63.74,2020-10-10,"41"
"2031",2074,"Puerto Rico",1.2,65.498,2020-10-17,"42"
"2032",2075,"Puerto Rico",1.231,59.108,2020-10-24,"43"
"2033",2076,"Puerto Rico",851,48.361,2020-10-31,"44"
"2034",2077,"Puerto Rico",1.141,47.184,2020-11-07,"45"
"2035",2078,"Puerto Rico",1.113,47.429,2020-11-14,"46"
"2036",2079,"Puerto Rico",969,38.249,2020-11-21,"47"
"2037",2080,"Puerto Rico",1.35,48.409,2020-11-28,"48"
"2038",2081,"Puerto Rico",1.273,45.185,2020-12-05,"49"
"2039",2082,"Puerto Rico",1.119,64.948,2020-12-12,"50"
"2040",2083,"Puerto Rico",1.093,67.548,2020-12-19,"51"
"2041",2085,"Rhode Island",1.817,12.299,2020-01-04,"01"
"2042",2086,"Rhode Island",1.194,10.987,2020-01-11,"02"
"2043",2087,"Rhode Island",1.048,10.75,2020-01-18,"03"
"2044",2088,"Rhode Island",971,11.042,2020-01-25,"04"
"2045",2089,"Rhode Island",959,11.051,2020-02-01,"05"
"2046",2090,"Rhode Island",996,11.164,2020-02-08,"06"
"2047",2091,"Rhode Island",1.921,11.199,2020-02-15,"07"
"2048",2092,"Rhode Island",874,12.384,2020-02-22,"08"
"2049",2093,"Rhode Island",700,11.13,2020-02-29,"09"
"2050",2094,"Rhode Island",1.108,10.692,2020-03-07,"10"
"2051",2095,"Rhode Island",35.847,10.857,2020-03-14,"11"
"2052",2096,"Rhode Island",27.8,31.847,2020-03-21,"12"
"2053",2097,"Rhode Island",28.243,56.038,2020-03-28,"13"
"2054",2098,"Rhode Island",22.509,70.935,2020-04-04,"14"
"2055",2099,"Rhode Island",18.078,79.14,2020-04-11,"15"
"2056",2100,"Rhode Island",13.084,96.663,2020-04-18,"16"
"2057",2101,"Rhode Island",9.088,97.573,2020-04-25,"17"
"2058",2102,"Rhode Island",6.245,94.083,2020-05-02,"18"
"2059",2103,"Rhode Island",3.883,89.247,2020-05-09,"19"
"2060",2104,"Rhode Island",2.937,87.966,2020-05-16,"20"
"2061",2105,"Rhode Island",2.748,78.496,2020-05-23,"21"
"2062",2106,"Rhode Island",3.518,76.946,2020-05-30,"22"
"2063",2107,"Rhode Island",2.641,73.083,2020-06-06,"23"
"2064",2108,"Rhode Island",4.014,69.236,2020-06-13,"24"
"2065",2109,"Rhode Island",3.229,67.1,2020-06-20,"25"
"2066",2110,"Rhode Island",3.436,66.304,2020-06-27,"26"
"2067",2111,"Rhode Island",3.133,65.377,2020-07-04,"27"
"2068",2112,"Rhode Island",3.258,63.177,2020-07-11,"28"
"2069",2113,"Rhode Island",3.635,63.285,2020-07-18,"29"
"2070",2114,"Rhode Island",3.722,60.47,2020-07-25,"30"
"2071",2115,"Rhode Island",3.324,55.965,2020-08-01,"31"
"2072",2116,"Rhode Island",2.683,51.095,2020-08-08,"32"
"2073",2117,"Rhode Island",3.186,49.423,2020-08-15,"33"
"2074",2118,"Rhode Island",3.68,47.405,2020-08-22,"34"
"2075",2119,"Rhode Island",3.251,44.829,2020-08-29,"35"
"2076",2120,"Rhode Island",3.026,45.841,2020-09-05,"36"
"2077",2121,"Rhode Island",2.83,38.774,2020-09-12,"37"
"2078",2122,"Rhode Island",3.098,31.964,2020-09-19,"38"
"2079",2123,"Rhode Island",2.801,26.879,2020-09-26,"39"
"2080",2124,"Rhode Island",3.059,22.523,2020-10-03,"40"
"2081",2125,"Rhode Island",2.437,19.638,2020-10-10,"41"
"2082",2126,"Rhode Island",3.127,17.947,2020-10-17,"42"
"2083",2127,"Rhode Island",3.172,16.47,2020-10-24,"43"
"2084",2128,"Rhode Island",2.437,15.766,2020-10-31,"44"
"2085",2129,"Rhode Island",2.836,14.945,2020-11-07,"45"
"2086",2130,"Rhode Island",3.543,15.459,2020-11-14,"46"
"2087",2131,"Rhode Island",3.932,14.707,2020-11-21,"47"
"2088",2132,"Rhode Island",5.261,15.849,2020-11-28,"48"
"2089",2133,"Rhode Island",5.617,17.645,2020-12-05,"49"
"2090",2134,"Rhode Island",6.769,19.264,2020-12-12,"50"
"2091",2135,"Rhode Island",5.572,19.829,2020-12-19,"51"
"2092",2137,"South Carolina",4.629,21.587,2020-01-04,"01"
"2093",2138,"South Carolina",3.126,18.78,2020-01-11,"02"
"2094",2139,"South Carolina",2.248,17.113,2020-01-18,"03"
"2095",2140,"South Carolina",2.099,17.061,2020-01-25,"04"
"2096",2141,"South Carolina",2.054,16.669,2020-02-01,"05"
"2097",2142,"South Carolina",2.088,16.547,2020-02-08,"06"
"2098",2143,"South Carolina",1.824,16.239,2020-02-15,"07"
"2099",2144,"South Carolina",1.977,15.779,2020-02-22,"08"
"2100",2145,"South Carolina",1.889,15.341,2020-02-29,"09"
"2101",2146,"South Carolina",2.093,15.032,2020-03-07,"10"
"2102",2147,"South Carolina",31.826,15.111,2020-03-14,"11"
"2103",2148,"South Carolina",66.475,30.341,2020-03-21,"12"
"2104",2149,"South Carolina",86.573,75.521,2020-03-28,"13"
"2105",2150,"South Carolina",89.147,126.994,2020-04-04,"14"
"2106",2151,"South Carolina",74.362,179.769,2020-04-11,"15"
"2107",2152,"South Carolina",66.438,240.956,2020-04-18,"16"
"2108",2153,"South Carolina",47.673,260.409,2020-04-25,"17"
"2109",2154,"South Carolina",33.191,268.701,2020-05-02,"18"
"2110",2155,"South Carolina",29.899,256.676,2020-05-09,"19"
"2111",2156,"South Carolina",25.38,241.793,2020-05-16,"20"
"2112",2157,"South Carolina",18.91,214.814,2020-05-23,"21"
"2113",2158,"South Carolina",23.188,212.57,2020-05-30,"22"
"2114",2159,"South Carolina",19.853,200.903,2020-06-06,"23"
"2115",2160,"South Carolina",17.611,198.224,2020-06-13,"24"
"2116",2161,"South Carolina",17.654,197.125,2020-06-20,"25"
"2117",2162,"South Carolina",16.015,187.282,2020-06-27,"26"
"2118",2163,"South Carolina",19.272,201.097,2020-07-04,"27"
"2119",2164,"South Carolina",14.307,200.34,2020-07-11,"28"
"2120",2165,"South Carolina",12.195,197.886,2020-07-18,"29"
"2121",2166,"South Carolina",8.909,191.064,2020-07-25,"30"
"2122",2167,"South Carolina",5.896,170.983,2020-08-01,"31"
"2123",2168,"South Carolina",7.231,161.012,2020-08-08,"32"
"2124",2169,"South Carolina",5.496,143.801,2020-08-15,"33"
"2125",2170,"South Carolina",5,128.226,2020-08-22,"34"
"2126",2171,"South Carolina",5.085,115.428,2020-08-29,"35"
"2127",2172,"South Carolina",4.261,101.456,2020-09-05,"36"
"2128",2173,"South Carolina",4.906,94.304,2020-09-12,"37"
"2129",2174,"South Carolina",4.905,85.052,2020-09-19,"38"
"2130",2175,"South Carolina",4.908,75.968,2020-09-26,"39"
"2131",2176,"South Carolina",4.667,70.12,2020-10-03,"40"
"2132",2177,"South Carolina",3.89,66.012,2020-10-10,"41"
"2133",2178,"South Carolina",3.675,61.4,2020-10-17,"42"
"2134",2179,"South Carolina",3.26,55.863,2020-10-24,"43"
"2135",2180,"South Carolina",3.461,52.316,2020-10-31,"44"
"2136",2181,"South Carolina",3.286,49.008,2020-11-07,"45"
"2137",2182,"South Carolina",3.361,46.887,2020-11-14,"46"
"2138",2183,"South Carolina",2.567,41.769,2020-11-21,"47"
"2139",2184,"South Carolina",4.774,46.371,2020-11-28,"48"
"2140",2185,"South Carolina",3.581,42.376,2020-12-05,"49"
"2141",2186,"South Carolina",3.445,40.878,2020-12-12,"50"
"2142",2187,"South Carolina",4.317,40.354,2020-12-19,"51"
"2143",2189,"South Dakota",468,2.97,2020-01-04,"01"
"2144",2190,"South Dakota",338,2.995,2020-01-11,"02"
"2145",2191,"South Dakota",291,3.071,2020-01-18,"03"
"2146",2192,"South Dakota",217,3.155,2020-01-25,"04"
"2147",2193,"South Dakota",223,3.117,2020-02-01,"05"
"2148",2194,"South Dakota",194,3.196,2020-02-08,"06"
"2149",2195,"South Dakota",191,3.164,2020-02-15,"07"
"2150",2196,"South Dakota",159,3.116,2020-02-22,"08"
"2151",2197,"South Dakota",185,3.059,2020-02-29,"09"
"2152",2198,"South Dakota",190,2.87,2020-03-07,"10"
"2153",2199,"South Dakota",1.761,2.674,2020-03-14,"11"
