"","WeekOfYear","State","GSV_anxiety","GSV_depression","GSV_insomnia","GSV_suicide","GSV_therapy","GSV_index","GSV_workout","SP","NCases","NDeaths","Unemplyment_claims","Recreation","Grocery","Transit","Parks","Workplace","Residential","Mobility_index","Mobility_index_excl_Mobility","Drug_death"
"759","22","Florida",84,53,64,49,77,65.4,81,0.0297649886187776,5126,243,112.161,-26.4285714285714,-12.5714285714286,-45.8571428571429,-24,-34.1428571428571,12.8571428571429,-21.6904761904762,-21.2285714285714,6633
"760","22","Georgia",80,60,34,56,64,58.8,86,0.0297649886187776,4522,225,135.254,-17.2857142857143,-3.14285714285714,-39.2857142857143,33.7142857142857,-35,12.1428571428571,-8.14285714285714,-16.5142857142857,1564
"761","22","Hawaii",42,55,0,44,64,41,57,0.0297649886187776,8,0,7.338,-40.5714285714286,-19.1428571428571,-63.2857142857143,-34.7142857142857,-39.2857142857143,15.8571428571429,-30.1904761904762,-29.2857142857143,259
"763","22","Illinois",63,50,68,63,59,60.6,68,0.0297649886187776,9956,534,44.606,-28,-4.57142857142857,-37.8571428571429,62.7142857142857,-39.1428571428571,14,-5.47619047619048,-19.1142857142857,3295
"764","22","Indiana",67,67,31,37,54,51.2,78,0.0297649886187776,3198,150,22.931,-6.85714285714286,4.57142857142857,-3.14285714285714,155,-31.5714285714286,9.57142857142857,21.2619047619048,-5.48571428571429,1986
"768","22","Louisiana",67,68,15,62,82,58.8,73,0.0297649886187776,2624,101,21.879,-16.8571428571429,-0.285714285714286,-25.2857142857143,1,-29.4285714285714,9.85714285714286,-10.1666666666667,-12.4,1562
"770","22","Maryland",71,34,51,58,80,58.8,63,0.0297649886187776,6175,274,41.695,-27,-9.14285714285714,-39.7142857142857,111,-42.7142857142857,16.8571428571429,1.54761904761905,-20.3428571428571,2450
"771","22","Massachusetts",66,67,39,63,56,58.2,67,0.0297649886187776,4290,427,45.142,-31.5714285714286,-13,-56.4285714285714,76.4285714285714,-43.5714285714286,16.2857142857143,-8.64285714285714,-25.6571428571429,2284
"772","22","Michigan",73,66,28,43,65,55,73,0.0297649886187776,5686,195,27.836,-24.4285714285714,-3.42857142857143,-28,150.714285714286,-39.2857142857143,13,11.4285714285714,-16.4285714285714,2538
"773","22","Minnesota",49,67,32,30,49,45.4,56,0.0297649886187776,4635,182,28.311,-26.2857142857143,1.57142857142857,-44.5714285714286,135.142857142857,-39.5714285714286,13.1428571428571,6.57142857142857,-19.1428571428571,905
"774","22","Mississippi",51,74,27,25,76,50.6,76,0.0297649886187776,2330,84,21.283,-5,3.28571428571429,-3.28571428571429,37.7142857142857,-27.4285714285714,8.42857142857143,2.28571428571429,-4.8,436
"775","22","Missouri",78,54,69,33,63,59.4,63,0.0297649886187776,1479,64,19.907,-9,4.42857142857143,-15.7142857142857,89.2857142857143,-30.4285714285714,8.85714285714286,7.90476190476191,-8.37142857142857,1838
"778","22","Nevada",61,36,25,40,62,44.8,74,0.0297649886187776,824,28,10.748,-26.5714285714286,-5.85714285714286,-42.7142857142857,-23,-42.2857142857143,13.7142857142857,-21.1190476190476,-20.7428571428571,753
"780","22","New Jersey",85,58,45,59,61,61.6,66,0.0297649886187776,6373,565,23.166,-41,-10,-52.4285714285714,111,-43.7142857142857,17.8571428571429,-3.04761904761905,-25.8571428571429,2972
"781","22","New Mexico",38,42,44,48,69,48.2,53,0.0297649886187776,746,51,5.29,-21.2857142857143,2.14285714285714,-18.2857142857143,29.1428571428571,-34.7142857142857,12.1428571428571,-5.14285714285714,-12,661
"782","22","New York",77,57,46,62,69,62.2,74,0.0297649886187776,4075,300,94.167,-44.4285714285714,-9,-55.8571428571429,45,-44.2857142857143,17,-15.2619047619048,-27.3142857142857,2502
"783","22","North Carolina",51,75,41,46,58,54.2,61,0.0297649886187776,5556,162,33.865,-16.5714285714286,-1,-28.2857142857143,47.7142857142857,-32.7142857142857,11.1428571428571,-3.28571428571429,-13.4857142857143,2598
"785","22","Ohio",75,60,65,53,78,66.2,74,0.0297649886187776,3602,186,36.151,-11,2.14285714285714,-9.71428571428571,156.285714285714,-33.2857142857143,10.1428571428571,19.0952380952381,-8.34285714285714,4648
"786","22","Oklahoma",65,50,23,34,59,46.2,65,0.0297649886187776,678,24,77.525,-4.57142857142857,6.85714285714286,0.714285714285714,71.5714285714286,-28.7142857142857,8.14285714285714,9,-3.51428571428571,684
"787","22","Oregon",59,78,50,42,52,56.2,53,0.0297649886187776,316,5,24.508,-22.1428571428571,-1.71428571428571,-28.1428571428571,70.2857142857143,-37.1428571428571,11.1428571428571,-1.28571428571429,-15.6,702
"788","22","Pennsylvania",76,47,68,48,65,60.8,69,0.0297649886187776,4401,428,45.049,-27.1428571428571,-6.28571428571429,-42.1428571428571,88.4285714285714,-38.1428571428571,13.1428571428571,-2.02380952380952,-20.1142857142857,4823
"790","22","South Carolina",45,49,56,39,71,52,58,0.0297649886187776,1777,62,23.188,-9.28571428571429,2.42857142857143,-2.71428571428571,34,-29.5714285714286,9.85714285714286,0.785714285714285,-5.85714285714286,1389
"792","22","Tennessee",68,64,46,48,69,59,72,0.0297649886187776,3484,48,20.908,-7.85714285714286,3.71428571428571,-16.2857142857143,80,-30,8.57142857142857,6.35714285714286,-8.37142857142857,2521
"793","22","Texas",75,71,64,52,72,66.8,90,0.0297649886187776,8939,187,89.676,-16.5714285714286,-3.85714285714286,-30.2857142857143,7,-33.8571428571429,12.5714285714286,-10.8333333333333,-14.4,3498
"794","22","Utah",68,39,58,82,57,60.8,78,0.0297649886187776,1444,15,5.382,-10.8571428571429,10.7142857142857,-29.1428571428571,148.857142857143,-36.2857142857143,9.57142857142857,15.4761904761905,-11.2,571
"796","22","Virginia",61,51,44,67,65,57.6,75,0.0297649886187776,7671,184,29.231,-24.7142857142857,-4.57142857142857,-36.7142857142857,64,-38.8571428571429,14.1428571428571,-4.45238095238095,-18.1428571428571,1759
"797","22","Washington",84,62,68,58,72,68.8,76,0.0297649886187776,1834,57,30.677,-29.7142857142857,-5.28571428571429,-42.7142857142857,68.4285714285714,-41.7142857142857,13.8571428571429,-6.19047619047619,-21.1142857142857,1462
"799","22","Wisconsin",60,54,45,67,61,57.4,57,0.0297649886187776,3126,82,25.047,-12.8571428571429,4.28571428571429,-10.5714285714286,183.857142857143,-31.4285714285714,10.7142857142857,24,-7.97142857142857,1371
"801","23","Alabama",73,66,14,49,62,52.8,82,0.0410150544335598,3802,110,18.367,-6.57142857142857,5.85714285714286,-2,41.8571428571429,-23.4285714285714,7.42857142857143,3.85714285714286,-3.74285714285714,902
"803","23","Arizona",55,71,34,29,89,55.6,79,0.0410150544335598,6953,138,22.419,-19.1428571428571,-5,-29,-15.4285714285714,-30,10.1428571428571,-14.7380952380952,-14.6,2361
"805","23","California",73,66,83,51,78,70.2,72,0.0410150544335598,22106,501,241.424,-37,-5.71428571428571,-41,-6.28571428571429,-34.7142857142857,14.1428571428571,-18.4285714285714,-20.8571428571429,7444
"806","23","Colorado",65,53,81,43,67,61.8,64,0.0410150544335598,1600,82,10.382,-16.5714285714286,1.14285714285714,-33,70.5714285714286,-32,9.85714285714286,-5.18104078158406e-16,-14.1142857142857,1322
"807","23","Connecticut",77,64,66,40,52,59.8,86,0.0410150544335598,1767,127,11.852,-15.7142857142857,-4,-30.5714285714286,86.8571428571429,-31.7142857142857,12,2.80952380952381,-14,1348
"809","23","Florida",92,50,95,47,75,71.8,82,0.0410150544335598,7753,232,88.148,-23.8571428571429,-11.1428571428571,-44.1428571428571,-33.1428571428571,-29.4285714285714,11.2857142857143,-21.7380952380952,-19.4571428571429,6833
"810","23","Georgia",92,55,48,49,70,62.8,83,0.0410150544335598,5038,128,131.997,-12.1428571428571,-0.142857142857143,-37,45.4285714285714,-29.8571428571429,9.57142857142857,-4.02380952380952,-13.9142857142857,1636
"811","23","Hawaii",8,28,59,38,49,36.4,83,0.0410150544335598,19,0,7.248,-37.2857142857143,-17.5714285714286,-61.1428571428571,-35.2857142857143,-32.1428571428571,13.4285714285714,-28.3333333333333,-26.9428571428571,264
"813","23","Illinois",68,53,21,47,79,53.6,70,0.0410150544335598,7497,514,44.694,-22.5714285714286,-1,-35.4285714285714,66.5714285714286,-33.1428571428571,11.2857142857143,-2.38095238095238,-16.1714285714286,3369
"814","23","Indiana",83,52,54,37,67,58.6,72,0.0410150544335598,2823,140,24.017,-2.57142857142857,8.71428571428571,0.857142857142857,165.428571428571,-25,6.85714285714286,25.7142857142857,-2.22857142857143,2043
"818","23","Louisiana",75,36,52,57,59,55.8,73,0.0410150544335598,2900,145,23.122,-13.7142857142857,4.28571428571429,-22.4285714285714,-4,-26,8.42857142857143,-8.9047619047619,-9.88571428571428,1641
"820","23","Maryland",87,58,60,56,88,69.8,74,0.0410150544335598,5077,214,23.465,-21.8571428571429,-4.85714285714286,-35.5714285714286,102.714285714286,-37.1428571428571,14.4285714285714,2.95238095238095,-17,2491
"821","23","Massachusetts",73,54,68,49,60,60.8,67,0.0410150544335598,2597,280,30.411,-29.2857142857143,-10,-54,64.8571428571429,-38.4285714285714,14.8571428571429,-8.66666666666667,-23.3714285714286,2298
"822","23","Michigan",71,70,28,36,59,52.8,66,0.0410150544335598,5201,134,21.293,-17.2857142857143,2.14285714285714,-21.5714285714286,193.571428571429,-31.7142857142857,9.42857142857143,22.4285714285714,-11.8,2638
"823","23","Minnesota",74,52,49,25,70,54,66,0.0410150544335598,3016,148,24.696,-16.5714285714286,7.85714285714286,-43.7142857142857,143.714285714286,-31.7142857142857,10.4285714285714,11.6666666666667,-14.7428571428571,919
"824","23","Mississippi",57,44,27,38,72,47.6,68,0.0410150544335598,2138,81,18.407,-0.571428571428571,7,0.428571428571429,34.5714285714286,-22.1428571428571,6.28571428571429,4.26190476190476,-1.8,442
"825","23","Missouri",83,41,25,29,56,46.8,74,0.0410150544335598,1311,56,18.912,-4.28571428571429,8.57142857142857,-10.2857142857143,104.285714285714,-24.2857142857143,6.42857142857143,13.4047619047619,-4.77142857142857,1901
"828","23","Nevada",99,62,42,36,70,61.8,84,0.0410150544335598,1039,0,10.62,-19.5714285714286,-2,-36,-17.8571428571429,-35.1428571428571,11,-16.5952380952381,-16.3428571428571,762
"830","23","New Jersey",94,58,52,57,60,64.2,67,0.0410150544335598,3833,478,26.438,-37.8571428571429,-5.14285714285714,-49.5714285714286,102.142857142857,-38.1428571428571,15.8571428571429,-2.11904761904762,-22.9714285714286,2996
"831","23","New Mexico",60,30,79,43,60,54.4,74,0.0410150544335598,1251,30,4.536,-12.4285714285714,7.42857142857143,-13.4285714285714,28.5714285714286,-28.2857142857143,9.71428571428571,-1.4047619047619,-7.4,681
"832","23","New York",84,73,61,44,67,65.8,78,0.0410150544335598,3661,209,95.559,-41.2857142857143,-6.28571428571429,-53.5714285714286,40.4285714285714,-39,15.2857142857143,-14.0714285714286,-24.9714285714286,2572
"833","23","North Carolina",59,66,45,50,70,58,76,0.0410150544335598,7686,126,32.188,-10.7142857142857,4.28571428571429,-23,71,-27.1428571428571,8,3.73809523809524,-9.71428571428571,2661
"835","23","Ohio",80,52,36,32,75,55,71,0.0410150544335598,2963,222,33.133,-6.42857142857143,6.14285714285714,-5.42857142857143,175.571428571429,-26.8571428571429,7.14285714285714,25.0238095238095,-5.08571428571429,4828
"836","23","Oklahoma",47,49,41,53,60,50,100,0.0410150544335598,1164,16,84.779,0.857142857142857,12.2857142857143,5.14285714285714,87.7142857142857,-23,5.14285714285714,14.6904761904762,0.085714285714286,692
"837","23","Oregon",51,67,38,42,63,52.2,41,0.0410150544335598,565,11,24.645,-16.2857142857143,2.85714285714286,-24.8571428571429,64,-31.7142857142857,9.57142857142857,0.595238095238095,-12.0857142857143,702
"838","23","Pennsylvania",75,63,63,44,75,64,65,0.0410150544335598,3787,386,44.341,-21.4285714285714,-3,-36.4285714285714,84.7142857142857,-32,10.5714285714286,0.404761904761904,-16.4571428571429,4927
"840","23","South Carolina",77,47,43,27,58,50.4,75,0.0410150544335598,2591,58,19.853,-2.28571428571429,7.28571428571429,6.28571428571429,55.5714285714286,-23.4285714285714,6.57142857142857,8.33333333333333,-1.11428571428571,1469
"842","23","Tennessee",66,70,38,37,82,58.6,83,0.0410150544335598,3545,45,19.413,-3.28571428571429,7,-14,88.8571428571429,-24.5714285714286,6.42857142857143,10.0714285714286,-5.68571428571429,2635
"843","23","Texas",87,56,72,51,81,69.4,83,0.0410150544335598,10691,177,94.723,-12.8571428571429,-1,-27.2857142857143,12.4285714285714,-29.2857142857143,10.1428571428571,-7.97619047619048,-12.0571428571429,3613
"844","23","Utah",77,72,93,38,88,73.6,69,0.0410150544335598,2173,8,4.803,-11,9.28571428571429,-27.7142857142857,109.142857142857,-30.8571428571429,9,9.64285714285714,-10.2571428571429,573
"846","23","Virginia",67,52,52,52,71,58.8,66,0.0410150544335598,5853,85,27.186,-19.4285714285714,0,-32,71.8571428571429,-33.1428571428571,11.5714285714286,-0.19047619047619,-14.6,1818
"847","23","Washington",89,72,41,45,78,65,65,0.0410150544335598,2003,41,30.217,-24,-1.28571428571429,-38.4285714285714,70.8571428571429,-35.7142857142857,11.8571428571429,-2.78571428571429,-17.5142857142857,1507
"849","23","Wisconsin",64,52,77,56,61,62,63,0.0410150544335598,2432,55,25.543,-7.42857142857143,8.71428571428571,-4.71428571428571,203.857142857143,-24,7.85714285714286,30.7142857142857,-3.91428571428571,1429
"851","24","Alabama",80,78,58,44,52,62.4,76,-0.0257048247993565,4581,100,18.671,-6.57142857142857,4.14285714285714,1.71428571428571,51.4285714285714,-22.1428571428571,6.85714285714286,5.90476190476191,-3.2,902
"853","24","Arizona",73,65,49,55,88,66,84,-0.0257048247993565,8807,142,25.886,-17.8571428571429,-6.28571428571429,-28.1428571428571,-7.28571428571429,-29.4285714285714,9.42857142857143,-13.2619047619048,-14.4571428571429,2361
"855","24","California",94,72,72,68,84,78,73,-0.0257048247993565,25744,478,284.494,-32,-5.57142857142857,-37.7142857142857,7.42857142857143,-33.1428571428571,12.2857142857143,-14.7857142857143,-19.2285714285714,7444
"856","24","Colorado",84,70,65,55,74,69.6,71,-0.0257048247993565,1161,72,10.013,-14.5714285714286,0.571428571428571,-31,83,-31,9,2.66666666666667,-13.4,1322
"857","24","Connecticut",83,56,54,57,65,63,67,-0.0257048247993565,1120,130,10.411,-13.1428571428571,-3.28571428571429,-24.8571428571429,113.428571428571,-30,10.7142857142857,8.80952380952381,-12.1142857142857,1348
"859","24","Florida",91,47,55,58,92,68.6,83,-0.0257048247993565,12051,214,95.683,-21,-10.1428571428571,-40.5714285714286,-13.7142857142857,-27.5714285714286,9.42857142857143,-17.2619047619048,-17.9714285714286,6833
"860","24","Georgia",85,60,85,58,68,71.2,82,-0.0257048247993565,6219,271,125.725,-12,-1.57142857142857,-35,48.7142857142857,-28.7142857142857,9,-3.26190476190476,-13.6571428571429,1636
"861","24","Hawaii",52,79,30,64,62,57.4,71,-0.0257048247993565,61,0,7.178,-35.7142857142857,-20.2857142857143,-61.8571428571429,-35.1428571428571,-33.5714285714286,13.1428571428571,-28.9047619047619,-27.6571428571429,264
"863","24","Illinois",82,59,62,72,70,69,74,-0.0257048247993565,5647,585,46.276,-18.4285714285714,-0.571428571428571,-30.1428571428571,81.4285714285714,-30.5714285714286,9.85714285714286,1.92857142857143,-13.9714285714286,3369
"864","24","Indiana",62,50,51,38,73,54.8,71,-0.0257048247993565,2512,128,29.331,-1.71428571428571,6.85714285714286,3.14285714285714,176.571428571429,-23.5714285714286,5.85714285714286,27.8571428571429,-1.88571428571429,2043
"868","24","Louisiana",64,60,54,42,71,58.2,81,-0.0257048247993565,3803,78,19.524,-11.5714285714286,0.857142857142857,-20.8571428571429,6.14285714285714,-25.1428571428571,7.85714285714286,-7.11904761904762,-9.77142857142857,1641
"870","24","Maryland",77,52,85,61,89,72.8,66,-0.0257048247993565,3628,167,32.583,-19.2857142857143,-3.71428571428571,-33.8571428571429,124,-35.1428571428571,13.1428571428571,7.52380952380952,-15.7714285714286,2491
"871","24","Massachusetts",75,71,65,72,69,70.4,62,-0.0257048247993565,1714,236,30.005,-24.4285714285714,-8.85714285714286,-50.2857142857143,89.7142857142857,-36,13,-2.80952380952381,-21.3142857142857,2298
"872","24","Michigan",87,67,23,58,74,61.8,74,-0.0257048247993565,4863,89,19.641,-10.4285714285714,0.714285714285714,-18.4285714285714,195.428571428571,-29,8.14285714285714,24.4047619047619,-9.8,2638
"873","24","Minnesota",60,60,50,29,75,54.8,77,-0.0257048247993565,2469,127,20.487,-12.4285714285714,5.71428571428571,-37.8571428571429,154.428571428571,-29.7142857142857,9.28571428571429,14.9047619047619,-13,919
"874","24","Mississippi",50,27,56,16,60,41.8,86,-0.0257048247993565,3002,61,15.23,-0.714285714285714,5,1.71428571428571,40.1428571428571,-21.7142857142857,6,5.07142857142857,-1.94285714285714,442
"875","24","Missouri",94,54,34,48,77,61.4,86,-0.0257048247993565,1952,45,17.358,-2.85714285714286,7.28571428571429,-10,118.428571428571,-23,5.57142857142857,15.9047619047619,-4.6,1901
"878","24","Nevada",100,53,34,50,81,63.6,85,-0.0257048247993565,1524,26,10.347,-16,-2.57142857142857,-33.8571428571429,-5.28571428571429,-34.1428571428571,9.57142857142857,-13.7142857142857,-15.4,762
"880","24","New Jersey",85,47,68,73,71,68.8,58,-0.0257048247993565,2832,449,33.027,-33.8571428571429,-3.14285714285714,-46.4285714285714,139.285714285714,-35.5714285714286,14.2857142857143,5.76190476190476,-20.9428571428571,2996
"881","24","New Mexico",37,38,46,38,64,44.6,63,-0.0257048247993565,783,35,4.236,-12.1428571428571,5.57142857142857,-11.8571428571429,34.4285714285714,-27.4285714285714,9.14285714285714,-0.38095238095238,-7.34285714285714,681
"882","24","New York",86,67,53,73,72,70.2,76,-0.0257048247993565,2318,163,89.299,-35.8571428571429,-3.28571428571429,-49.7142857142857,62.2857142857143,-36.2857142857143,13.1428571428571,-8.28571428571429,-22.4,2572
"883","24","North Carolina",75,63,68,45,84,67,74,-0.0257048247993565,8634,104,29.199,-10.7142857142857,2.71428571428571,-22.8571428571429,69.5714285714286,-26.5714285714286,7.71428571428571,3.30952380952381,-9.94285714285714,2661
"885","24","Ohio",67,64,61,53,78,64.6,71,-0.0257048247993565,2672,180,34.915,-5,4.28571428571429,-3.42857142857143,189,-25.7142857142857,6.42857142857143,27.5952380952381,-4.68571428571429,4828
"886","24","Oklahoma",55,67,36,54,63,55,73,-0.0257048247993565,2176,18,58.613,-0.142857142857143,10.2857142857143,5.14285714285714,95.5714285714286,-22.2857142857143,5,15.5952380952381,-0.4,692
"887","24","Oregon",79,57,33,60,59,57.6,60,-0.0257048247993565,828,12,16.274,-15.8571428571429,0.428571428571429,-24.4285714285714,61,-30.8571428571429,9.28571428571429,-0.0714285714285712,-12.2857142857143,702
"888","24","Pennsylvania",85,71,68,57,66,69.4,60,-0.0257048247993565,3331,290,42.577,-16.1428571428571,-0.857142857142857,-29.8571428571429,108.571428571429,-30,9,6.78571428571429,-13.5714285714286,4927
"890","24","South Carolina",76,55,25,35,59,50,87,-0.0257048247993565,4274,50,17.611,-3.42857142857143,5.28571428571429,5.14285714285714,54.2857142857143,-23,6.71428571428571,7.5,-1.85714285714286,1469
"892","24","Tennessee",74,62,72,36,69,62.6,92,-0.0257048247993565,4287,31,20.506,-3.14285714285714,5.57142857142857,-11,96.1428571428571,-23.4285714285714,6,11.6904761904762,-5.2,2635
